	0.00	0.00	13.12	-1.80	2.51	-0.52	-0.01	4.448890	-75.199104	2.00	0.2204	-0.0553	-9.8307	-0.0068	-0.0170	0.9580	0.0154	-0.0161	2.4333
	0.00	0.00	13.19	-1.88	1.58	-0.24	-0.01	4.448890	-75.199104	2.00	0.1390	-0.0726	-9.6580	0.0131	-0.0336	1.0014	0.0154	-0.0161	2.4338
	0.00	0.00	13.08	-1.90	0.42	-0.11	-0.01	4.448890	-75.199104	2.00	0.0921	-0.0203	-9.5870	0.0053	-0.0185	0.9584	0.0154	-0.0163	2.4336
	0.00	0.00	12.94	-1.93	-0.61	-0.07	-0.01	4.448890	-75.199104	2.00	-0.0112	-0.1103	-9.6956	-0.0053	-0.0332	0.9653	0.0153	-0.0163	2.4333
	0.00	0.00	13.16	-1.96	-1.37	-0.05	-0.01	4.448890	-75.199104	2.00	0.0839	0.0265	-9.6917	0.0068	-0.0166	0.9599	0.0153	-0.0162	2.4338
	0.00	0.00	13.19	-1.92	-1.81	-0.04	-0.01	4.448890	-75.199104	2.00	0.1480	-0.0749	-9.7018	-0.0058	-0.0131	0.9638	0.0153	-0.0162	2.4340
	0.00	0.00	13.14	-1.84	-1.96	-0.04	-0.01	4.448890	-75.199104	2.00	0.0565	-0.0148	-9.6518	0.0097	-0.0322	0.9638	0.0153	-0.0163	2.4348
	0.00	0.00	13.22	-1.80	-1.92	-0.03	-0.01	4.448890	-75.199104	2.00	0.0758	-0.0260	-9.6951	0.0039	-0.0268	0.9770	0.0154	-0.0163	2.4353
	0.00	0.00	13.09	-1.79	-1.77	-0.03	-0.01	4.448890	-75.199104	2.00	0.0617	-0.0606	-9.6501	0.0136	-0.0200	0.9667	0.0153	-0.0163	2.4348
	0.00	0.00	12.95	-1.77	-1.58	-0.02	-0.01	4.448890	-75.199104	2.00	0.0812	0.0340	-9.6601	-0.0039	-0.0297	0.9658	0.0154	-0.0163	2.4352
	0.00	0.00	13.08	-1.74	-1.45	-0.02	-0.01	4.448890	-75.199104	2.00	0.0650	-0.0385	-9.6934	0.0019	-0.0278	0.9589	0.0154	-0.0163	2.4356
	0.00	0.00	13.08	-1.73	-1.38	-0.02	-0.01	4.448890	-75.199104	2.00	0.0888	-0.0118	-9.6410	-0.0009	-0.0170	0.9697	0.0153	-0.0163	2.4360
	0.00	0.00	13.07	-1.76	-1.35	-0.02	-0.01	4.448890	-75.199104	2.00	0.1300	0.0038	-9.6768	0.0073	-0.0253	0.9624	0.0154	-0.0164	2.4364
	0.00	0.00	13.11	-1.79	-1.36	-0.02	-0.01	4.448890	-75.199104	2.00	0.0797	-0.0406	-9.6825	0.0083	-0.0249	0.9804	0.0153	-0.0164	2.4360
	0.00	0.00	13.16	-1.78	-1.39	-0.02	-0.01	4.448890	-75.199104	2.00	0.0442	-0.0241	-9.6729	0.0024	-0.0288	0.9550	0.0153	-0.0164	2.4362
	0.00	0.00	13.18	-1.76	-1.45	-0.01	-0.01	4.448890	-75.199104	2.0	0.0840	-0.0163	-9.6635	0.0073	-0.0195	0.9624	0.0154	-0.0164	2.4368
	0.00	0.00	13.14	-1.81	-1.57	-0.01	-0.00	4.448890	-75.199104	2.00	0.1081	-0.0077	-9.7015	0.0009	-0.0234	0.9765	0.0154	-0.0164	2.4371
	0.00	0.00	13.11	-1.89	-1.70	-0.01	-0.00	4.448890	-75.199104	2.00	0.0867	-0.0200	-9.6951	0.0117	-0.0268	0.9643	0.0154	-0.0164	2.4376
	0.00	0.00	13.14	-1.93	-1.78	-0.01	-0.00	4.448890	-75.199104	2.00	0.0858	-0.0199	-9.6785	0.0107	-0.0312	0.9565	0.0154	-0.0164	2.4372
	0.00	0.00	13.15	-1.90	-1.77	-0.01	-0.00	4.448889	-75.199104	2.00	0.1184	-0.0292	-9.7058	0.0097	-0.0244	0.9755	0.0154	-0.0164	2.4376
	0.00	0.00	13.09	-1.80	-1.73	-0.01	-0.00	4.448889	-75.199104	2.00	0.0761	-0.0469	-9.6794	0.0117	-0.0341	0.9702	0.0154	-0.0164	2.4379
	0.00	0.00	13.01	-1.68	-1.69	-0.01	-0.00	4.448889	-75.199104	2.00	0.0608	-0.0173	-9.6704	0.0097	-0.0224	0.9580	0.0154	-0.0165	2.4384
	0.00	0.00	13.11	-1.59	-1.63	-0.01	-0.00	4.448889	-75.199104	2.00	0.0910	-0.0252	-9.6579	-0.0053	-0.0234	0.9604	0.0154	-0.0164	2.4387
	0.00	0.00	13.04	-1.52	-1.57	-0.01	-0.00	4.448889	-75.199104	2.00	0.0822	-0.0423	-9.6494	0.0073	-0.0195	0.9697	0.0154	-0.0165	2.4382
	0.00	0.00	13.16	-1.50	-1.55	-0.01	-0.00	4.448889	-75.199104	2.00	0.1138	-0.0223	-9.6930	0.0009	-0.0336	0.9501	0.0154	-0.0165	2.4386
	0.00	0.00	13.07	-1.55	-1.58	-0.01	-0.00	4.448889	-75.199104	2.00	0.0916	-0.0115	-9.7133	0.0078	-0.0224	0.9624	0.0154	-0.0165	2.4391
	0.00	0.00	13.04	-1.63	-1.63	-0.01	-0.00	4.448889	-75.199104	2.00	0.0732	-0.0195	-9.6697	0.0068	-0.0268	0.9853	0.0154	-0.0165	2.4395
	0.00	0.00	13.15	-1.72	-1.65	-0.01	-0.00	4.448889	-75.199104	2.00	0.1068	-0.0115	-9.6853	-0.0019	-0.0258	0.9599	0.0154	-0.0166	2.4398
	0.00	0.00	13.16	-1.79	-1.61	-0.01	-0.00	4.448889	-75.199104	2.00	0.0711	-0.0022	-9.6948	0.0122	-0.0161	0.9619	0.0154	-0.0166	2.4394
	0.00	0.00	13.15	-1.82	-1.52	-0.01	-0.00	4.448889	-75.199104	2.00	0.1117	-0.0105	-9.6595	0.0068	-0.0239	0.9624	0.0154	-0.0166	2.4396
	0.00	0.00	13.12	-1.78	-1.41	-0.01	-0.00	4.448889	-75.199104	2.00	0.0638	-0.0265	-9.6798	-0.0024	-0.0375	0.9628	0.0154	-0.0167	2.4403
	0.00	0.00	13.25	-1.70	-1.31	-0.01	-0.00	4.448889	-75.199104	2.00	0.0894	-0.0108	-9.6587	0.0034	-0.0327	0.9682	0.0154	-0.0167	2.4408
	0.00	0.00	13.22	-1.67	-1.32	-0.01	-0.00	4.448889	-75.199104	2.00	0.1207	-0.0220	-9.6497	0.0024	-0.0327	0.9643	0.0154	-0.0167	2.4402
	0.00	0.00	13.18	-1.73	-1.46	-0.01	-0.00	4.448889	-75.199104	2.00	0.0772	-0.0450	-9.6677	0.0009	-0.0180	0.9765	0.0154	-0.0167	2.4405
	0.00	0.00	12.95	-1.83	-1.62	-0.01	-0.00	4.448889	-75.199104	2.00	0.0706	-0.0125	-9.6911	-0.0029	-0.0273	0.9707	0.0155	-0.0167	2.4410
	0.00	0.00	13.02	-1.86	-1.70	-0.01	-0.00	4.448888	-75.199104	2.00	0.0816	-0.0013	-9.6734	0.0078	-0.0273	0.9716	0.0155	-0.0167	2.4414
	0.00	0.00	13.19	-1.79	-1.69	-0.01	-0.00	4.448888	-75.199104	2.00	0.0746	-0.0128	-9.6686	0.0043	-0.0258	0.9682	0.0155	-0.0168	2.4418
	0.00	0.00	13.23	-1.70	-1.67	-0.01	-0.00	4.448888	-75.199104	2.00	0.0910	-0.0147	-9.6698	0.0043	-0.0239	0.9692	0.0156	-0.0169	2.4413
	0.00	0.00	13.12	-1.60	-1.67	-0.01	-0.00	4.448888	-75.199104	2.00	0.0891	-0.0458	-9.6322	0.0000	-0.0253	0.9584	0.0155	-0.0169	2.4417
	0.00	0.00	13.20	-1.53	-1.68	-0.01	-0.00	4.448888	-75.199104	2.00	0.0924	-0.0256	-9.6667	-0.0004	-0.0209	0.9785	0.0155	-0.0169	2.4421
	0.00	0.00	13.01	-1.51	-1.66	-0.01	-0.00	4.448888	-75.199104	2.00	0.0734	-0.0462	-9.6692	0.0063	-0.0307	0.9589	0.0156	-0.0169	2.4426
	0.00	0.00	13.14	-1.55	-1.68	-0.01	-0.00	4.448888	-75.199104	2.00	0.1182	-0.0069	-9.7046	0.0117	-0.0278	0.9750	0.0155	-0.0169	2.4430
	0.00	0.00	13.08	-1.62	-1.75	-0.01	-0.00	4.448888	-75.199104	2.00	0.0809	-0.0244	-9.7048	0.0039	-0.0273	0.9594	0.0156	-0.0170	2.4425
	0.00	0.00	13.04	-1.63	-1.80	-0.01	-0.00	4.448888	-75.199104	2.00	0.0665	-0.0079	-9.6857	0.0102	-0.0317	0.9614	0.0155	-0.0169	2.4429
	0.00	0.00	13.08	-1.63	-1.76	-0.00	-0.00	4.448888	-75.199104	2.00	0.0705	-0.0120	-9.6982	0.0083	-0.0263	0.9541	0.0156	-0.0170	2.4432
	0.00	0.00	12.98	-1.63	-1.67	-0.00	-0.00	4.448888	-75.199104	2.00	0.0691	-0.0052	-9.6735	0.0083	-0.0371	0.9667	0.0156	-0.0170	2.4438
	0.00	0.00	13.20	-1.64	-1.61	-0.00	-0.00	4.448888	-75.199104	2.00	0.0668	-0.0355	-9.6880	0.0048	-0.0258	0.9750	0.0156	-0.0170	2.4442
	0.00	0.00	12.98	-1.67	-1.58	-0.00	-0.00	4.448888	-75.199104	2.00	0.0801	-0.0191	-9.6844	0.0097	-0.0258	0.9648	0.0156	-0.0170	2.4438
	0.00	0.00	13.23	-1.72	-1.57	-0.00	-0.00	4.448888	-75.199104	2.00	0.0794	-0.0640	-9.6855	0.0019	-0.0200	0.9687	0.0156	-0.0170	2.4442
	0.00	0.00	13.18	-1.77	-1.59	-0.00	-0.00	4.448888	-75.199104	2.00	0.0713	-0.0069	-9.7140	0.0053	-0.0273	0.9428	0.0156	-0.0170	2.4446
	0.00	0.00	13.25	-1.81	-1.66	-0.00	-0.00	4.448888	-75.199104	2.00	0.0857	-0.0634	-9.6743	0.0043	-0.0312	0.9648	0.0156	-0.0171	2.4449
	0.00	0.00	13.02	-1.73	-3.98	-0.00	0.13	4.448888	-75.199104	2.00	-0.0637	0.4711	-10.5205	-0.4541	-0.3188	2.8706	0.0156	-0.0157	2.4458
	0.00	0.00	12.94	0.48	-10.74	-0.39	0.11	4.448888	-75.199104	2.00	4.6128	-0.9406	-7.4708	-0.7949	0.7500	2.7993	0.0150	-0.0088	2.4483
	0.00	0.00	13.02	6.46	-18.69	-0.19	0.24	4.448888	-75.199104	2.00	0.8718	-0.0880	-10.5073	-0.1225	0.0942	1.2495	0.0160	-0.0117	2.4440
	0.00	0.00	12.89	13.32	-24.25	0.15	0.55	4.448888	-75.199104	2.00	2.5919	-0.3226	-9.3035	0.4150	-0.1386	-0.1098	0.0164	-0.0120	2.4427
	0.00	0.00	13.05	17.38	-27.41	0.63	0.99	4.448888	-75.199104	2.00	1.1795	0.0158	-9.5738	-0.0097	0.3476	0.4257	0.0161	-0.0113	2.4444
	0.00	0.00	12.86	18.29	-28.44	1.24	1.49	4.448888	-75.199104	2.00	1.1043	-0.0396	-10.0459	-0.6630	0.6254	2.0214	0.0168	-0.0137	2.4443
	0.00	0.00	13.07	17.92	-27.18	1.91	2.00	4.448888	-75.199104	2.00	0.9426	-0.1683	-9.6300	-0.5263	0.7006	2.2729	0.0158	-0.0135	2.4403
	0.00	0.00	12.94	17.27	-24.26	2.49	2.48	4.448888	-75.199104	2.00	0.8126	0.3015	-9.9128	0.3266	-0.0502	-0.0864	0.0167	-0.0144	2.4392
	0.00	0.00	12.97	15.68	-21.23	2.94	2.90	4.448888	-75.199104	2.00	0.9112	-0.1185	-9.4238	-0.0727	0.3666	0.5859	0.0173	-0.0123	2.4386
	0.00	0.00	13.00	13.40	-18.90	3.28	3.26	4.448888	-75.199104	2.00	0.7778	-0.6511	-9.9022	0.0102	0.2055	0.8471	0.0157	-0.0160	2.4383
	0.00	0.00	13.11	11.46	-16.90	3.57	3.56	4.448888	-75.199104	2.00	1.1254	-0.1683	-8.9608	0.2500	-0.1455	0.2348	0.0159	-0.0145	2.4374
	0.00	0.00	13.14	9.93	-15.02	3.79	3.81	4.448888	-75.199104	2.00	-0.0471	0.1217	-10.6021	0.4165	-0.3081	0.0039	0.0169	-0.0181	2.4343
	0.00	0.00	13.04	8.49	-13.52	3.97	4.03	4.448888	-75.199104	2.00	0.5191	0.2627	-9.5506	0.2436	-0.1123	0.2714	0.0166	-0.0181	2.4319
	0.00	0.00	13.02	7.21	-12.71	4.11	4.23	4.448888	-75.199104	2.00	0.5565	-0.4458	-9.7600	-0.2495	0.3461	1.1337	0.0170	-0.0188	2.4306
	0.00	0.00	13.09	6.35	-12.29	4.24	4.40	4.448888	-75.199104	2.00	0.7177	-1.1882	-9.0593	0.2866	-0.1933	0.5053	0.0197	-0.0187	2.4301
	0.00	0.00	13.18	6.10	-11.63	4.37	4.54	4.448888	-75.199104	2.00	0.4958	-0.1586	-9.5141	0.2680	-0.2504	-0.0693	0.0206	-0.0178	2.4294
	0.00	0.00	13.08	5.77	-11.10	4.47	4.65	4.448888	-75.199104	2.00	0.1667	1.3650	-10.0282	0.4702	-0.3330	-0.3637	0.0212	-0.0197	2.4264
	0.00	0.00	13.05	4.87	-11.23	4.54	4.77	4.448888	-75.199104	2.00	0.2799	0.7998	-9.4693	0.2822	-0.0908	0.1992	0.0196	-0.0177	2.4245
	0.00	0.00	12.93	4.36	-11.10	4.60	4.88	4.448893	-75.199104	2.00	-0.0496	0.4087	-10.3816	-0.0063	0.3007	0.6728	0.0178	-0.0195	2.4240
	0.00	0.00	12.98	4.94	-10.08	4.66	4.98	4.448893	-75.199104	2.00	0.7452	-0.7650	-8.9420	0.0888	-0.0771	0.7583	0.0190	-0.0186	2.4226
