	0.00	0.00	13.41	-1.34	-1.37	-0.00	-0.00	4.449217	-75.199363	2.00	-0.1447	0.0945	-9.6102	0.0048	-0.0825	0.9570	-11.0673	3.9704	308.9134	1	-1
	0.00	0.00	13.38	-1.39	-1.39	-0.00	-0.00	4.449217	-75.199363	2.00	-0.0848	0.0725	-9.6057	0.0083	-0.0888	0.9609	-11.0856	3.9402	309.6753	32	30
	0.00	0.00	13.26	-0.35	-2.47	-0.00	0.16	4.449217	-75.199363	2.00	-0.0967	0.0551	-9.6434	0.0034	-0.2670	1.1264	-11.0976	3.9357	309.5966	59	60
	0.00	0.00	13.14	4.34	-6.54	-0.11	0.20	4.449217	-75.199363	2.00	1.0930	-0.5425	-9.6651	0.0195	0.3266	0.7993	-11.1330	3.9752	309.5027	86	90
	0.00	0.00	12.64	14.50	-15.53	0.03	0.46	4.449217	-75.199363	2.00	6.7450	-0.0963	-7.9346	-0.1914	0.5605	0.7373	-11.2241	4.8620	309.1370	100	100
	0.00	0.00	12.44	28.32	-29.54	0.35	0.86	4.449217	-75.199363	2.00	5.2349	0.2611	-9.0347	-0.0258	0.3466	0.9331	-11.2556	4.7668	309.2681	100	100
	0.00	0.00	12.66	40.87	-43.92	0.99	1.44	4.449217	-75.199363	2.00	4.8197	-0.4960	-9.7912	0.1376	0.3916	0.8686	-11.1865	4.9199	309.1612	100	100
	0.00	0.00	12.51	48.12	-53.16	1.98	2.31	4.449217	-75.199363	2.00	3.4766	0.0958	-9.7852	0.0195	0.4140	0.8652	-11.0788	4.6829	308.9303	100	100
	0.00	0.00	12.80	49.43	-55.79	3.22	3.41	4.449217	-75.199363	2.00	3.4610	0.3231	-9.6270	0.1894	0.3588	0.4497	-11.0847	4.8680	308.7601	100	100
	0.00	0.00	12.64	46.46	-53.41	4.55	4.60	4.449214	-75.199363	2.00	2.7632	-0.4452	-8.9453	-0.0795	0.0561	0.8964	-11.1939	4.7664	308.6626	100	100
	0.00	0.00	12.73	41.26	-48.25	5.79	5.75	4.449214	-75.199363	2.00	2.2293	-0.0317	-9.8926	0.0834	0.3994	0.5366	-11.2786	4.8369	308.4666	100	100
	0.00	0.00	12.93	35.18	-42.05	6.83	6.81	4.449214	-75.199363	2.00	1.6190	0.2735	-9.6681	-0.0532	-0.0122	0.9799	-11.1999	4.6968	308.2442	100	100
	0.00	0.00	13.04	29.11	-35.99	7.65	7.74	4.449214	-75.199363	2.00	2.4321	-0.6119	-9.3914	0.0654	0.0629	0.9130	-11.1998	4.5927	308.0340	100	100
