	0.00	0.00	12.98	-2.62	-2.12	0.01	-0.03	4.449454	-75.198562	2.00	-0.3347	0.7848	-9.5830	0.0786	-0.1191	0.9555	-0.1110	0.0177	5.7338	2	1
	0.00	0.00	13.07	-2.76	-2.22	0.01	-0.03	4.449454	-75.198562	2.00	-0.3478	0.7976	-9.6191	0.0805	-0.1181	0.9404	-0.1110	0.0178	5.7338	34	32
	0.00	0.00	12.91	-2.10	-3.46	0.01	-0.43	4.449454	-75.198562	2.00	-0.3467	0.8078	-9.5875	0.2231	-0.2138	0.6499	-0.1110	0.0177	5.7336	72	64
	0.00	0.00	12.73	0.55	-7.40	1.93	-0.12	4.449454	-75.198562	2.00	-1.3892	1.0456	-9.9912	0.8291	-0.3857	1.2324	-0.1109	0.0185	5.7338	97	62
	0.00	0.00	12.65	5.25	-12.02	1.32	0.69	4.449454	-75.198562	2.00	-0.5237	0.9843	-9.6547	0.3183	0.5971	0.5268	-0.1097	0.0272	5.7324	100	100
	0.00	0.00	12.66	10.10	-15.12	1.56	2.20	4.449454	-75.198562	2.00	0.8636	0.8902	-9.3661	0.1782	-0.2680	1.1259	-0.1075	0.0313	5.7324	100	100
	0.00	0.00	12.86	12.58	-17.35	2.87	4.29	4.449454	-75.198562	2.00	0.4517	0.4156	-8.9978	0.0825	-0.0400	1.1748	-0.1061	0.0270	5.7326	87	100
	0.00	0.00	12.94	11.98	-17.79	5.02	6.54	4.449454	-75.198562	2.00	-0.7923	0.3480	-9.8676	0.0483	-0.2397	1.1972	-0.1075	0.0201	5.7333	59	100
	0.00	0.00	12.75	9.18	-15.79	7.44	8.44	4.449454	-75.198562	2.00	-0.9659	0.8045	-9.8019	-0.0522	-0.0620	1.0605	-0.1115	0.0181	5.7336	30	69
	0.00	0.00	12.90	5.44	-12.56	9.57	9.62	4.449454	-75.198562	2.00	-0.2818	1.4106	-9.4845	0.3056	-0.0136	0.7700	-0.1147	0.0200	5.7336	9	28
	0.00	0.00	12.76	1.96	-9.10	11.08	10.00	4.449454	-75.198562	2.00	-0.5587	0.9915	-9.5394	0.1865	-0.0791	0.9926	-0.1156	0.0172	5.7341	-1	-8
	0.00	0.00	13.01	-0.58	-6.13	11.83	9.70	4.449454	-75.198562	2.00	-0.6009	0.7028	-9.6666	0.0498	-0.0258	0.9194	-0.1150	0.0166	5.7340	-2	-37
	0.00	0.00	12.76	-2.09	-3.93	11.81	8.83	4.449454	-75.198562	2.00	-0.3313	0.7218	-9.5754	0.2041	-0.0312	1.1762	-0.1139	0.0179	5.7339	8	-53
	0.00	0.00	12.95	-2.79	-2.67	11.25	7.53	4.449454	-75.198562	2.00	-0.3986	0.7160	-9.3633	0.1694	-0.2875	0.8769	-0.1133	0.0174	5.7339	31	-58
	0.00	0.00	12.86	-2.79	-2.42	10.56	6.03	4.449454	-75.198562	2.00	-0.5175	0.6727	-9.8067	0.1035	-0.1049	0.6772	-0.1140	0.0179	5.7338	61	-58
	0.00	0.00	12.86	-1.29	-2.62	10.04	4.64	4.449454	-75.198562	2.00	-0.1602	0.9541	-9.4107	-0.2788	0.1479	1.3193	-0.1141	0.0191	5.7338	94	-58
	0.00	0.00	12.71	2.83	-2.76	9.74	3.79	4.449454	-75.198562	2.00	0.4353	1.1269	-9.8178	0.2866	-0.0810	1.1337	-0.1132	0.0219	5.7333	100	-60
